family,cell,n,wins_up,wr_up,p,wilson_lo,wilson_hi,p_side,q_bh
F8_wick,0,23093,11664,0.5050881219417139,0.123597430032404,0.4986392420328663,0.511535309278946,0.061798715016202,0.14311281372173093
F8_wick,1,31249,15216,0.48692758168261385,3.9061019086862774e-06,0.481387618126897,0.49247075896224424,1.9530509543431387e-06,2.2417628345503852e-05
F8_wick,2,19684,9767,0.49618979882137776,0.2882297921258153,0.4892063785161324,0.503174706061468,0.14411489606290764,0.2519624672887922
F8_wick,3,31094,15906,0.5115456358139834,4.776635164558566e-05,0.5059884281287612,0.5170999909723251,2.388317582279283e-05,0.0001801473833490659
F9_hist2xRSI,0,5110,2771,0.5422700587084148,1.6115879945406336e-09,0.5285831670791113,0.5558934424427792,8.057939972703168e-10,2.6591201909920456e-08
F9_hist2xRSI,1,20116,10225,0.5083018492742096,0.01887905677625768,0.5013922385825407,0.5152082897238055,0.00943952838812884,0.034137472526931695
F9_hist2xRSI,2,582,296,0.5085910652920962,0.7091366197677361,0.4680517686873621,0.5490176917265107,0.35456830988386806,0.42714402950487185
F9_hist2xRSI,3,2194,1164,0.5305378304466728,0.00450842962076639,0.5096194828754343,0.551349424074002,0.002254214810383195,0.010172609539563312
F9_hist2xRSI,4,22748,11436,0.5027255143309302,0.4147764913344943,0.4962280768736155,0.5092220313936643,0.20738824566724715,0.31108236850087073
F9_hist2xRSI,5,1817,867,0.4771601541001651,0.05436283711810151,0.45426601951288437,0.5001506634100015,0.027181418559050756,0.07633930318712127
F9_hist2xRSI,12,1917,982,0.5122587376108503,0.2934297517658301,0.4898804910961924,0.5345879502370232,0.14671487588291504,0.253510784277965
F9_hist2xRSI,13,22801,11456,0.5024341037673786,0.4663225171901772,0.4959442510572153,0.5089231364014198,0.2331612585950886,0.3256855675613936
F9_hist2xRSI,14,2041,927,0.4541891229789319,3.792185264150492e-05,0.4326943070445314,0.4758560667350319,1.896092632075246e-05,0.00015549052487444481
F9_hist2xRSI,15,519,267,0.5144508670520231,0.5389047207361038,0.471503562323729,0.5571858151091301,0.2694523603680519,0.3521555600849787
F9_hist2xRSI,16,20531,10017,0.4878963518581657,0.0005366708522106722,0.4810618120601644,0.49473542028858675,0.0002683354261053361,0.0016474547091118311
F9_hist2xRSI,17,4744,2145,0.452150084317032,4.645736707908377e-11,0.4380314599220978,0.4663461418917454,2.3228683539541886e-11,1.5330931136097644e-09
F10_hist2xBAND,0,9534,5047,0.5293685756240822,1.0247819529933968e-08,0.5193394425434272,0.5393740508742031,5.123909764966984e-09,1.352712177951284e-07
F10_hist2xBAND,1,13007,6642,0.5106481125547782,0.015516069427725742,0.5020553297145895,0.5192346074405902,0.007758034713862871,0.028846776964222505
F10_hist2xBAND,2,3267,1603,0.4906642179369452,0.2938420454130958,0.47354268472983224,0.5078076808763774,0.1469210227065479,0.253510784277965
F10_hist2xBAND,3,6416,3385,0.5275872817955112,1.0430532654645263e-05,0.5153583388210807,0.5397832085965377,5.215266327322632e-06,5.474116837870609e-05
F10_hist2xBAND,4,13854,6919,0.49942254944420383,0.8985932424164778,0.4910978293751442,0.5077475896690451,0.4492966212082389,0.46876360296107555
F10_hist2xBAND,5,6489,3163,0.4874402835567884,0.044310277167108315,0.47528944726881917,0.4996059821838259,0.022155138583554158,0.06646541575066246
F10_hist2xBAND,12,6058,3137,0.5178276658963354,0.00573480837009762,0.5052373213570169,0.5303954144109384,0.00286740418504881,0.012209592013756224
F10_hist2xBAND,13,13898,7025,0.5054684127212549,0.2002420176154365,0.49715569764606826,0.5137781055415613,0.10012100880771825,0.19435254650910014
F10_hist2xBAND,14,6803,3203,0.4708216963104513,1.5673998773398365e-06,0.45898012361168317,0.48269620392324863,7.836999386699182e-07,1.088930441099255e-05
F10_hist2xBAND,15,2785,1389,0.49874326750448833,0.909482803199745,0.48018778439555854,0.5173022128850329,0.4547414015998725,0.46876360296107555
F10_hist2xBAND,16,13206,6466,0.48962592760866275,0.017516182653572583,0.48110415237633586,0.49815373668116814,0.008758091326786292,0.03211300153154974
F10_hist2xBAND,17,9803,4574,0.46659185963480565,3.901144611481966e-11,0.456731011331154,0.4764788816480493,1.950572305740983e-11,1.5330931136097644e-09
F11_streakxHOURBLK,0,8942,4442,0.49675687765600535,0.5466586444290303,0.48639715897958247,0.507119381711234,0.27332932221451517,0.35372870635990256
F11_streakxHOURBLK,2,8577,4217,0.4916637518946018,0.12520264673947343,0.4810895515025285,0.502245416480099,0.06260132336973671,0.1437108640835695
F11_streakxHOURBLK,3,8815,4443,0.5040272263187748,0.45593070387861534,0.4935901411517065,0.514460802863435,0.22796535193930767,0.3240485788063355
F11_streakxHOURBLK,5,8705,4277,0.4913268236645606,0.10789404594348609,0.4808308608104471,0.501830438253713,0.053947022971743044,0.13187050059759411
F11_streakxHOURBLK,6,9030,4488,0.49700996677740866,0.5770241842866345,0.4867006824568661,0.5073217940939738,0.28851209214331724,0.3679574508494481
F11_streakxHOURBLK,8,8490,4287,0.504946996466431,0.3677001107314757,0.49431183408247215,0.515577683989068,0.18385005536573784,0.29162979904895586
F11_streakxHOURBLK,9,8971,4520,0.5038457251142571,0.472795936120742,0.49349980920412384,0.5141883487684915,0.236397968060371,0.328468755620726
F11_streakxHOURBLK,11,8549,4289,0.5016961048075799,0.7620206788341861,0.4910986985107529,0.5122919874572887,0.38101033941709306,0.4444734271341628
F11_streakxHOURBLK,12,8964,4529,0.5052431950022311,0.32596573386350264,0.4948929055403148,0.51558899235583,0.16298286693175132,0.2706130620753607
F11_streakxHOURBLK,14,8556,4246,0.4962599345488546,0.49581614257735146,0.4856695375873656,0.5068536885433609,0.24790807128867573,0.3327083681758527
F11_streakxHOURBLK,15,8796,4410,0.5013642564802183,0.80627495626305,0.4909167706559785,0.511810551163087,0.403137478131525,0.456898557993048
F11_streakxHOURBLK,17,8724,4405,0.5049289316827144,0.3628015233862029,0.49443734027727715,0.5154161841038253,0.18140076169310146,0.2910678637617123
F12_dirxVOL,0,8695,4267,0.49074180563542263,0.08617940064519566,0.48024029249113387,0.5012514960247071,0.04308970032259783,0.11490586752692755
F12_dirxVOL,2,9232,4726,0.5119150779896013,0.022645754331164045,0.5017156545790538,0.5221045893714271,0.011322877165582022,0.04039512934748181
F12_dirxVOL,3,19347,9860,0.5096397374269913,0.007483385889577472,0.5025942115514712,0.5166814358704994,0.003741692944788736,0.015197029806526558
F12_dirxVOL,5,19190,9531,0.49666492965085984,0.3592570473457163,0.489592079154629,0.5037391151592806,0.17962852367285814,0.29093208742107085
F12_dirxVOL,6,15613,7972,0.5106001409082175,0.00826376699985429,0.502757247865612,0.5184378188756681,0.004131883499927145,0.016280854387772634
F12_dirxVOL,8,15472,7440,0.4808686659772492,2.0154184431686314e-06,0.47300149133502123,0.4887453386402868,1.0077092215843157e-06,1.2668344499917113e-05
F12_dirxVOL,9,8912,4660,0.5228904847396768,1.617877998707606e-05,0.5125127527628462,0.5332484909093159,8.08938999353803e-06,7.909625771459407e-05
F12_dirxVOL,11,8659,4097,0.4731493244023559,6.116185576986345e-07,0.4626472055458873,0.4836752575128855,3.058092788493173e-07,5.045853101013735e-06
F13_hist3xBAND,0,5497,2929,0.5328360924140441,1.190405825877372e-06,0.5196283586603528,0.5459979629555979,5.95202912938686e-07,9.243151118577243e-06
F13_hist3xBAND,1,6002,3104,0.5171609463512162,0.008137322443966718,0.5045118238674193,0.5297881150453885,0.004068661221983359,0.016274644887933436
F13_hist3xBAND,2,1017,517,0.5083579154375615,0.6158877280576752,0.47765839354433454,0.5389945328254373,0.3079438640288376,0.3884862587640785
F13_hist3xBAND,3,4037,2118,0.5246470151102304,0.001828031515582377,0.509225652094596,0.5400215146342359,0.0009140157577911885,0.005027086667851537
F13_hist3xBAND,4,7005,3538,0.5050678087080657,0.4029533151274684,0.49335978200581165,0.5167702800004407,0.2014766575637342,0.3073844891684037
F13_hist3xBAND,5,2250,1086,0.4826666666666667,0.10450374295728,0.46206599805008175,0.5033264234936504,0.05225187147864,0.13013673651283925
F13_hist3xBAND,6,4032,2130,0.5282738095238095,0.0003491780748379259,0.512845354217665,0.5436484387993852,0.00017458903741896295,0.0011241830702099077
F13_hist3xBAND,7,6813,3355,0.49244092176720977,0.21654816528074425,0.4805769813921564,0.5043133819104031,0.10827408264037212,0.20564286199322476
F13_hist3xBAND,8,2549,1222,0.47940368772067476,0.03938617659536444,0.4600550320776637,0.49881433137990455,0.01969308829768222,0.0611644154186836
F13_hist3xBAND,9,2384,1255,0.5264261744966443,0.010449241342572465,0.5063566145238434,0.5464107047154227,0.0052246206712862325,0.01970428367456522
F13_hist3xBAND,10,7041,3564,0.5061780997017469,0.3054103254269084,0.4944997191129967,0.5178497423709918,0.1527051627134542,0.26178027893735006
F13_hist3xBAND,11,3940,1941,0.49263959390862944,0.36383482970214037,0.4770433603991367,0.5082501666025563,0.18191741485107019,0.2910678637617123
F13_hist3xBAND,12,3728,1956,0.5246781115879828,0.002720097265049304,0.5086300188961014,0.5406753964248491,0.001360048632524652,0.00690486228820208
F13_hist3xBAND,13,7017,3559,0.5071968077526008,0.23256171944334617,0.49549823893908695,0.5188875007990092,0.11628085972167308,0.21467235640924262
F13_hist3xBAND,14,2547,1219,0.4786022771888496,0.03233629405255695,0.4592485621199729,0.4980204427449313,0.016168147026278477,0.05269618290046318
F13_hist3xBAND,15,2330,1181,0.5068669527896996,0.5207392088934993,0.48657184142887305,0.527139457572739,0.26036960444674967,0.34368787786970956
F13_hist3xBAND,16,6881,3466,0.503705856706874,0.5466716371016676,0.4918933190200733,0.5155142588100398,0.2733358185508338,0.35372870635990256
F13_hist3xBAND,17,4256,1984,0.46616541353383456,1.0782351347320896e-05,0.451215173791784,0.48117667852497814,5.391175673660448e-06,5.474116837870609e-05
F13_hist3xBAND,18,1982,988,0.49848637739656915,0.9105813634226978,0.476497960711762,0.520480650271108,0.4552906817113489,0.46876360296107555
F13_hist3xBAND,19,7132,3541,0.49649467190129,0.5617713570063033,0.48489562895820554,0.5080974890504677,0.28088567850315166,0.35996999575161187
F13_hist3xBAND,20,4251,2040,0.4798870853916726,0.009116058740068687,0.4648934355172201,0.494917054255184,0.004558029370034343,0.01769587873072157
F13_hist3xBAND,21,803,401,0.49937733499377335,1.0,0.46487930631618574,0.533881293038136,0.5000000000000001,0.5019011406844107
F13_hist3xBAND,22,6074,2925,0.4815607507408627,0.004214963790192917,0.46901048487100977,0.4941343262737888,0.0021074818950964583,0.009935271791169018
F13_hist3xBAND,23,5552,2534,0.4564121037463977,8.80274138903965e-11,0.443344520979319,0.46953996442429646,4.401370694519825e-11,2.3239237267064677e-09
